Country,Year ending,Activities,Value
Canada,YEMar 2012,Bungy jumping,3068
Canada,YEMar 2013,Bungy jumping,1685
Canada,YEMar 2014,Bungy jumping,3754
Canada,YEMar 2015,Bungy jumping,1473
China,YEDec 1997,Bungy jumping,211
China,YEDec 1998,Bungy jumping,409
China,YEDec 1999,Bungy jumping,392
China,YEDec 2000,Bungy jumping,425
China,YEDec 2001,Bungy jumping,796
China,YEDec 2002,Bungy jumping,541
China,YEDec 2003,Bungy jumping,1520
China,YEDec 2005,Bungy jumping,846
China,YEDec 2006,Bungy jumping,1990
China,YEDec 2007,Bungy jumping,533
China,YEDec 2008,Bungy jumping,966
China,YEDec 2009,Bungy jumping,336
China,YEDec 2010,Bungy jumping,71
China,YEDec 2011,Bungy jumping,1028
China,YEDec 2012,Bungy jumping,1706
China,YEDec 2013,Bungy jumping,5678
China,YEDec 2014,Bungy jumping,10269
China,YEDec 2015,Bungy jumping,11880
China,YEJun 1998,Bungy jumping,620
China,YEJun 1999,Bungy jumping,157
China,YEJun 2000,Bungy jumping,413
China,YEJun 2001,Bungy jumping,758
China,YEJun 2002,Bungy jumping,549
China,YEJun 2003,Bungy jumping,1719
China,YEJun 2004,Bungy jumping,77
China,YEJun 2005,Bungy jumping,846
China,YEJun 2006,Bungy jumping,1778
China,YEJun 2007,Bungy jumping,471
China,YEJun 2008,Bungy jumping,292
China,YEJun 2009,Bungy jumping,947
China,YEJun 2010,Bungy jumping,336
China,YEJun 2011,Bungy jumping,71
China,YEJun 2012,Bungy jumping,1956
China,YEJun 2013,Bungy jumping,1582
China,YEJun 2014,Bungy jumping,11075
China,YEJun 2015,Bungy jumping,6448
China,YEMar 1998,Bungy jumping,427
China,YEMar 1999,Bungy jumping,350
China,YEMar 2000,Bungy jumping,413
China,YEMar 2001,Bungy jumping,758
China,YEMar 2002,Bungy jumping,284
China,YEMar 2003,Bungy jumping,1951
China,YEMar 2004,Bungy jumping,110
China,YEMar 2005,Bungy jumping,349
China,YEMar 2006,Bungy jumping,1912
China,YEMar 2007,Bungy jumping,763
China,YEMar 2008,Bungy jumping,363
China,YEMar 2009,Bungy jumping,947
China,YEMar 2010,Bungy jumping,336
China,YEMar 2011,Bungy jumping,71
China,YEMar 2012,Bungy jumping,1956
China,YEMar 2013,Bungy jumping,778
China,YEMar 2014,Bungy jumping,10846
China,YEMar 2015,Bungy jumping,5852
Germany,YEDec 1997,Bungy jumping,3525
Germany,YEDec 1998,Bungy jumping,3750
Germany,YEDec 1999,Bungy jumping,2027
Germany,YEDec 2000,Bungy jumping,3683
Germany,YEDec 2001,Bungy jumping,3078
Germany,YEDec 2002,Bungy jumping,3633
Germany,YEDec 2003,Bungy jumping,3036
Germany,YEDec 2004,Bungy jumping,2870
Germany,YEDec 2005,Bungy jumping,2278
Germany,YEDec 2006,Bungy jumping,1546
Germany,YEDec 2007,Bungy jumping,2453
Germany,YEDec 2008,Bungy jumping,5635
Germany,YEDec 2009,Bungy jumping,3788
Germany,YEDec 2010,Bungy jumping,3209
Germany,YEDec 2011,Bungy jumping,3035
Germany,YEDec 2012,Bungy jumping,2608
Germany,YEDec 2013,Bungy jumping,4897
Germany,YEDec 2014,Bungy jumping,7913
Germany,YEDec 2015,Bungy jumping,6589
Germany,YEJun 1998,Bungy jumping,4668
Germany,YEJun 1999,Bungy jumping,2381
Germany,YEJun 2000,Bungy jumping,3324
Germany,YEJun 2001,Bungy jumping,3000
Germany,YEJun 2002,Bungy jumping,2892
Germany,YEJun 2003,Bungy jumping,2342
Germany,YEJun 2004,Bungy jumping,4092
Germany,YEJun 2005,Bungy jumping,2561
Germany,YEJun 2006,Bungy jumping,2099
Germany,YEJun 2007,Bungy jumping,1363
Germany,YEJun 2008,Bungy jumping,4406
Germany,YEJun 2009,Bungy jumping,5397
Germany,YEJun 2010,Bungy jumping,3458
Germany,YEJun 2011,Bungy jumping,2746
Germany,YEJun 2012,Bungy jumping,2749
Germany,YEJun 2013,Bungy jumping,3752
Germany,YEJun 2014,Bungy jumping,7766
Germany,YEJun 2015,Bungy jumping,7172
Germany,YEMar 1998,Bungy jumping,4616
Germany,YEMar 1999,Bungy jumping,2774
Germany,YEMar 2000,Bungy jumping,2465
Germany,YEMar 2001,Bungy jumping,3546
Germany,YEMar 2002,Bungy jumping,2759
Germany,YEMar 2003,Bungy jumping,2562
Germany,YEMar 2004,Bungy jumping,4177
Germany,YEMar 2005,Bungy jumping,2114
Germany,YEMar 2006,Bungy jumping,2363
Germany,YEMar 2007,Bungy jumping,1087
Germany,YEMar 2008,Bungy jumping,3331
Germany,YEMar 2009,Bungy jumping,5618
Germany,YEMar 2010,Bungy jumping,3957
Germany,YEMar 2011,Bungy jumping,2228
Germany,YEMar 2012,Bungy jumping,2645
Germany,YEMar 2013,Bungy jumping,4474
Germany,YEMar 2014,Bungy jumping,6115
Germany,YEMar 2015,Bungy jumping,6825
Japan,YEDec 1997,Bungy jumping,6640
Japan,YEDec 1998,Bungy jumping,4308
Japan,YEDec 1999,Bungy jumping,6549
Japan,YEDec 2000,Bungy jumping,2921
Japan,YEDec 2001,Bungy jumping,4487
Japan,YEDec 2002,Bungy jumping,3755
Japan,YEDec 2003,Bungy jumping,3205
Japan,YEDec 2004,Bungy jumping,3845
Japan,YEDec 2005,Bungy jumping,1815
Japan,YEDec 2006,Bungy jumping,2616
Japan,YEDec 2007,Bungy jumping,2083
Japan,YEDec 2008,Bungy jumping,1609
Japan,YEDec 2009,Bungy jumping,2332
Japan,YEDec 2010,Bungy jumping,1260
Japan,YEDec 2011,Bungy jumping,878
Japan,YEDec 2012,Bungy jumping,921
Japan,YEDec 2013,Bungy jumping,2368
Japan,YEDec 2014,Bungy jumping,3939
Japan,YEDec 2015,Bungy jumping,2639
Japan,YEJun 1998,Bungy jumping,4834
Japan,YEJun 1999,Bungy jumping,7805
Japan,YEJun 2000,Bungy jumping,3282
Japan,YEJun 2001,Bungy jumping,4433
Japan,YEJun 2002,Bungy jumping,3423
Japan,YEJun 2003,Bungy jumping,3821
Japan,YEJun 2004,Bungy jumping,2208
Japan,YEJun 2005,Bungy jumping,3683
Japan,YEJun 2006,Bungy jumping,2609
Japan,YEJun 2007,Bungy jumping,1963
Japan,YEJun 2008,Bungy jumping,1710
Japan,YEJun 2009,Bungy jumping,2737
Japan,YEJun 2010,Bungy jumping,1162
Japan,YEJun 2011,Bungy jumping,1159
Japan,YEJun 2012,Bungy jumping,262
Japan,YEJun 2013,Bungy jumping,1179
Japan,YEJun 2014,Bungy jumping,3897
Japan,YEJun 2015,Bungy jumping,4185
Japan,YEMar 1998,Bungy jumping,6294
Japan,YEMar 1999,Bungy jumping,7079
Japan,YEMar 2000,Bungy jumping,3586
Japan,YEMar 2001,Bungy jumping,3901
Japan,YEMar 2002,Bungy jumping,3790
Japan,YEMar 2003,Bungy jumping,3634
Japan,YEMar 2004,Bungy jumping,2739
Japan,YEMar 2005,Bungy jumping,3600
Japan,YEMar 2006,Bungy jumping,2804
Japan,YEMar 2007,Bungy jumping,1960
Japan,YEMar 2008,Bungy jumping,1586
Japan,YEMar 2009,Bungy jumping,2484
Japan,YEMar 2010,Bungy jumping,955
Japan,YEMar 2011,Bungy jumping,1876
Japan,YEMar 2012,Bungy jumping,262
Japan,YEMar 2013,Bungy jumping,921
Japan,YEMar 2014,Bungy jumping,3345
Japan,YEMar 2015,Bungy jumping,3867
Japan,YEMar 2016,Bungy jumping,1957
"Korea, Republic of",YEDec 1997,Bungy jumping,2390
"Korea, Republic of",YEDec 1998,Bungy jumping,201
"Korea, Republic of",YEDec 1999,Bungy jumping,522
"Korea, Republic of",YEDec 2000,Bungy jumping,1702
"Korea, Republic of",YEDec 2001,Bungy jumping,1752
"Korea, Republic of",YEDec 2002,Bungy jumping,3103
"Korea, Republic of",YEDec 2003,Bungy jumping,14731
"Korea, Republic of",YEDec 2004,Bungy jumping,2649
"Korea, Republic of",YEDec 2005,Bungy jumping,3715
"Korea, Republic of",YEDec 2006,Bungy jumping,7796
"Korea, Republic of",YEDec 2007,Bungy jumping,3849
"Korea, Republic of",YEDec 2008,Bungy jumping,2144
"Korea, Republic of",YEDec 2009,Bungy jumping,3851
"Korea, Republic of",YEDec 2010,Bungy jumping,168
"Korea, Republic of",YEDec 2011,Bungy jumping,6561
"Korea, Republic of",YEDec 2012,Bungy jumping,2555
"Korea, Republic of",YEDec 2013,Bungy jumping,3020
"Korea, Republic of",YEDec 2014,Bungy jumping,4274
"Korea, Republic of",YEDec 2015,Bungy jumping,2380
"Korea, Republic of",YEJun 1998,Bungy jumping,1002
"Korea, Republic of",YEJun 1999,Bungy jumping,201
"Korea, Republic of",YEJun 2000,Bungy jumping,1579
"Korea, Republic of",YEJun 2001,Bungy jumping,1583
"Korea, Republic of",YEJun 2002,Bungy jumping,2277
"Korea, Republic of",YEJun 2003,Bungy jumping,12454
"Korea, Republic of",YEJun 2004,Bungy jumping,4685
"Korea, Republic of",YEJun 2005,Bungy jumping,4555
"Korea, Republic of",YEJun 2006,Bungy jumping,3242
"Korea, Republic of",YEJun 2007,Bungy jumping,7880
"Korea, Republic of",YEJun 2008,Bungy jumping,3556
"Korea, Republic of",YEJun 2009,Bungy jumping,1913
"Korea, Republic of",YEJun 2010,Bungy jumping,2090
"Korea, Republic of",YEJun 2011,Bungy jumping,4295
"Korea, Republic of",YEJun 2012,Bungy jumping,4585
"Korea, Republic of",YEJun 2013,Bungy jumping,2300
"Korea, Republic of",YEJun 2014,Bungy jumping,3061
"Korea, Republic of",YEJun 2015,Bungy jumping,3122
"Korea, Republic of",YEMar 1998,Bungy jumping,1704
"Korea, Republic of",YEMar 1999,Bungy jumping,201
"Korea, Republic of",YEMar 2000,Bungy jumping,893
"Korea, Republic of",YEMar 2001,Bungy jumping,1814
"Korea, Republic of",YEMar 2002,Bungy jumping,2732
"Korea, Republic of",YEMar 2003,Bungy jumping,12085
"Korea, Republic of",YEMar 2004,Bungy jumping,4937
"Korea, Republic of",YEMar 2005,Bungy jumping,4471
"Korea, Republic of",YEMar 2006,Bungy jumping,2780
"Korea, Republic of",YEMar 2007,Bungy jumping,7276
"Korea, Republic of",YEMar 2008,Bungy jumping,4552
"Korea, Republic of",YEMar 2009,Bungy jumping,1752
"Korea, Republic of",YEMar 2010,Bungy jumping,2523
"Korea, Republic of",YEMar 2011,Bungy jumping,4039
"Korea, Republic of",YEMar 2012,Bungy jumping,4387
"Korea, Republic of",YEMar 2013,Bungy jumping,2159
"Korea, Republic of",YEMar 2014,Bungy jumping,3143
"Korea, Republic of",YEMar 2015,Bungy jumping,3025
"Korea, Republic of",YEMar 2016,Bungy jumping,4218
USA,YESep 2015,"A place that is significant to Maori, such as a landmark, remains of a Maori pa (fortified hill), etc.",79578
USA,YEDec 1997,A public museum or art gallery,35617
USA,YEDec 1998,A public museum or art gallery,47136
USA,YEDec 1999,A public museum or art gallery,51256
USA,YEDec 2000,A public museum or art gallery,56220
USA,YEDec 2001,A public museum or art gallery,50864
USA,YEDec 2002,A public museum or art gallery,53760
USA,YEDec 2003,A public museum or art gallery,71785
USA,YEDec 2004,A public museum or art gallery,76495
USA,YEDec 2005,A public museum or art gallery,76698
USA,YEDec 2006,A public museum or art gallery,73478
USA,YEDec 2007,A public museum or art gallery,82564
USA,YEDec 2008,A public museum or art gallery,68869
USA,YEDec 2009,A public museum or art gallery,58985
USA,YEDec 2010,A public museum or art gallery,63523
USA,YEDec 2012,A public museum or art gallery,52648
USA,YEDec 2013,A public museum or art gallery,68794
USA,YEDec 2014,A public museum or art gallery,103003
USA,YEDec 2015,A public museum or art gallery,100679
USA,YEJun 1998,A public museum or art gallery,42671
USA,YEJun 1999,A public museum or art gallery,48791
USA,YEJun 2000,A public museum or art gallery,59431
USA,YEJun 2001,A public museum or art gallery,53446
USA,YEJun 2002,A public museum or art gallery,50630
USA,YEJun 2003,A public museum or art gallery,63789
USA,YEJun 2004,A public museum or art gallery,69098
USA,YEJun 2005,A public museum or art gallery,79630
USA,YEJun 2006,A public museum or art gallery,77709
USA,YEJun 2007,A public museum or art gallery,77125
USA,YEJun 2008,A public museum or art gallery,74114
USA,YEJun 2009,A public museum or art gallery,63393
USA,YEJun 2010,A public museum or art gallery,63178
USA,YEJun 2011,A public museum or art gallery,61717
USA,YEJun 2012,A public museum or art gallery,55469
USA,YEJun 2013,A public museum or art gallery,52649
USA,YEJun 2014,A public museum or art gallery,94411
USA,YEJun 2015,A public museum or art gallery,96252
USA,YEMar 1998,A public museum or art gallery,39859
USA,YEMar 1999,A public museum or art gallery,50726
USA,YEMar 2000,A public museum or art gallery,54868
USA,YEMar 2001,A public museum or art gallery,53557
USA,YEMar 2002,A public museum or art gallery,50570
USA,YEMar 2003,A public museum or art gallery,58462
USA,YEMar 2004,A public museum or art gallery,71285
USA,YEMar 2005,A public museum or art gallery,79786
USA,YEMar 2006,A public museum or art gallery,76908
USA,YEMar 2007,A public museum or art gallery,79603
USA,YEMar 2008,A public museum or art gallery,74828
USA,YEMar 2009,A public museum or art gallery,64203
USA,YEMar 2010,A public museum or art gallery,60803
USA,YEMar 2011,A public museum or art gallery,67124
USA,YEMar 2012,A public museum or art gallery,53973
USA,YEMar 2013,A public museum or art gallery,50773
USA,YEMar 2014,A public museum or art gallery,89040
USA,YEMar 2015,A public museum or art gallery,89938
USA,YEMar 2016,A public museum or art gallery,120689
USA,YESep 1998,A public museum or art gallery,45115
USA,YESep 1999,A public museum or art gallery,49225
USA,YESep 2000,A public museum or art gallery,58815
USA,YESep 2001,A public museum or art gallery,50218
USA,YESep 2002,A public museum or art gallery,53708
USA,YESep 2003,A public museum or art gallery,67586
USA,YESep 2004,A public museum or art gallery,70950
USA,YESep 2005,A public museum or art gallery,78124
USA,YESep 2006,A public museum or art gallery,77166
USA,YESep 2007,A public museum or art gallery,75910
USA,YESep 2008,A public museum or art gallery,73205
USA,YESep 2009,A public museum or art gallery,61967
USA,YESep 2010,A public museum or art gallery,64893
USA,YESep 2011,A public museum or art gallery,57638
USA,YESep 2012,A public museum or art gallery,54766
USA,YESep 2013,A public museum or art gallery,58228
USA,YESep 2014,A public museum or art gallery,99780
USA,YESep 2015,A public museum or art gallery,96960
UK,YEDec 1997,"Air activities such as paragliding, hang gliding, ballooning, skydiving",3816
UK,YEDec 1998,"Air activities such as paragliding, hang gliding, ballooning, skydiving",9407
UK,YEDec 1999,"Air activities such as paragliding, hang gliding, ballooning, skydiving",8020
UK,YEDec 2000,"Air activities such as paragliding, hang gliding, ballooning, skydiving",9526
UK,YEDec 2001,"Air activities such as paragliding, hang gliding, ballooning, skydiving",15444
UK,YEDec 2002,"Air activities such as paragliding, hang gliding, ballooning, skydiving",15699
UK,YEDec 2003,"Air activities such as paragliding, hang gliding, ballooning, skydiving",28976
UK,YEDec 2004,"Air activities such as paragliding, hang gliding, ballooning, skydiving",31723
UK,YEDec 2005,"Air activities such as paragliding, hang gliding, ballooning, skydiving",31593
UK,YEDec 2006,"Air activities such as paragliding, hang gliding, ballooning, skydiving",28733
UK,YEDec 2007,"Air activities such as paragliding, hang gliding, ballooning, skydiving",22476
UK,YEDec 2008,"Air activities such as paragliding, hang gliding, ballooning, skydiving",22607
UK,YEDec 2009,"Air activities such as paragliding, hang gliding, ballooning, skydiving",18102
UK,YEDec 2010,"Air activities such as paragliding, hang gliding, ballooning, skydiving",16671
UK,YEDec 2011,"Air activities such as paragliding, hang gliding, ballooning, skydiving",17439
UK,YEDec 2012,"Air activities such as paragliding, hang gliding, ballooning, skydiving",13423
UK,YEDec 2013,"Air activities such as paragliding, hang gliding, ballooning, skydiving",9125
UK,YEDec 2014,"Air activities such as paragliding, hang gliding, ballooning, skydiving",14434
UK,YEDec 2015,"Air activities such as paragliding, hang gliding, ballooning, skydiving",14887
UK,YEJun 1998,"Air activities such as paragliding, hang gliding, ballooning, skydiving",5830
UK,YEJun 1999,"Air activities such as paragliding, hang gliding, ballooning, skydiving",9775
UK,YEJun 2000,"Air activities such as paragliding, hang gliding, ballooning, skydiving",10994
UK,YEJun 2001,"Air activities such as paragliding, hang gliding, ballooning, skydiving",13615
UK,YEJun 2002,"Air activities such as paragliding, hang gliding, ballooning, skydiving",15432
UK,YEJun 2003,"Air activities such as paragliding, hang gliding, ballooning, skydiving",22779
UK,YEJun 2004,"Air activities such as paragliding, hang gliding, ballooning, skydiving",30999
UK,YEJun 2005,"Air activities such as paragliding, hang gliding, ballooning, skydiving",29233
